85,3,3.6
85,4,4.2
86,1,0.5
86,2,2.0
86,3,0.8
86,4,4.7
87,1,4.2
87,2,0.3
87,3,3.6
87,4,4.0
88,1,2.1
88,2,1.1
88,3,2.8
88,4,4.3
89,1,1.2
89,2,4.0
89,3,3.1
89,4,1.1
90,1,0.9
90,2,2.6
90,3,5.0
90,4,4.7
91,1,3.5
91,2,2.3
91,3,2.7
91,4,4.2
92,1,0.8
92,2,1.5
92,3,3.0
92,4,4.2
93,1,3.2
93,2,2.7
93,3,1.7
93,4,1.3
94,1,1.6
94,2,4.9
94,3,4.5
94,4,3.5
95,1,0.9
95,2,2.0
95,3,2.6
95,4,0.2
96,1,4.9
96,2,3.6
96,3,0.3
96,4,2.3
97,1,1.4
97,2,1.9
97,3,4.9
97,4,1.6
98,1,2.0
98,2,4.7
98,3,2.0
98,4,0.0
99,1,1.2
99,2,3.5
99,3,4.1
99,4,3.8
100,1,2.0
100,2,4.1
100,3,2.5
100,4,4.8
101,1,4.4
101,2,3.9
101,3,2.8
101,4,4.6
102,1,1.9
102,2,1.1
102,3,0.7
102,4,2.7
103,1,2.4
103,2,4.0
103,3,0.8
103,4,3.1
104,1,2.9
104,2,4.3
104,3,0.4
104,4,4.3
105,1,3.8
105,2,0.1
105,3,3.9
105,4,1.8
106,1,0.2
106,2,2.2
106,3,1.2
106,4,0.7
107,1,1.0
107,2,1.6
107,3,1.8
107,4,0.8
108,1,1.3
108,2,4.6
108,3,3.3
108,4,1.8
109,1,4.8
109,2,2.9
109,3,0.2
109,4,3.2
110,1,0.9
110,2,1.7
110,3,3.5
110,4,4.2
111,1,1.7
111,2,0.7
111,3,2.0
111,4,3.2
112,1,3.6
112,2,0.0
112,3,4.6
112,4,4.0
113,1,3.6
113,2,2.6
113,3,4.9
113,4,0.5
114,1,2.8
114,2,2.4
114,3,4.4
114,4,1.5
115,1,0.5
115,2,3.4
115,3,1.3
115,4,4.7
116,1,3.6
116,2,0.3
116,3,4.4
116,4,2.9
117,1,4.5
117,2,1.0
117,3,1.9
117,4,0.4
118,1,3.0
118,2,4.1
118,3,4.3
118,4,4.9
